Mass,RT,Blank01,Blank02,Blank03,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,QC01,QC02,QC03,QC04,QC05,QC06
945.3518,0.53,,,,34067.90886,57053.65159,48599.57136,35794.08411,36981.33419,48637.57857,32489.10415,41484.37021,44859.35663,50633.01177,15757.92544,9831.351593,9956.061406,8757.560416,16208.08107,30841.27909,17299.38917,13777.82136,20706.73913,80680.64505,13682.8241,14957.26647,8631.900907,7961.921125,7884.725521,,15211.62595,8921.555078,16875.21306,7478.513689,26440.03331,25568.89698,21969.14422,21112.43467,23090.85865,25348.82634
513.2119,4.46,,,,,39289.85559,,57066.76618,,34142.72511,,,78393.63609,8505.831833,,,,,13559.56899,,34843.73194,29818.23694,45308.09454,42024.81827,38112.67583,,26291.96735,,,71934.71195,40512.83104,95246.4102,,,,35110.39856,27354.67466,,,24360.29734
316.181,4.09,,,,,71123.79496,,,,,41161.59634,36463.26041,61751.25157,46413.80882,45007.82421,36752.46399,65962.31761,,63478.8895,54950.1717,61894.50382,39068.59276,,,73205.82262,,41267.59529,43009.83561,,,29741.51269,,59683.12275,,40809.73301,44357.26202,44847.91762,,43932.97307,38365.7638
453.1114,2.02,,,,14713.70285,24169.22186,17086.65324,25488.33486,20146.58612,39803.82306,69537.99688,51345.2377,53999.66891,73643.9734,45057.21345,40564.71764,21064.1526,18283.57534,,24107.54027,20595.88767,16677.1029,16728.25364,37600.76393,47076.98483,43813.40589,24512.99209,33973.08266,35973.46522,24482.85431,31759.28604,45244.91206,71503.87864,43156.26732,35215.19675,34861.32075,37692.29026,38258.77781,,39408.36064
301.128,0.45,,,,59826.47909,84484.87588,74299.94943,76714.67629,66094.69312,68687.70377,63931.27969,68727.31065,77086.5083,76531.36104,56511.39216,50546.83355,49267.94057,42204.94322,,78517.10968,71521.71506,78285.84108,66049.67527,76380.31378,74031.48923,87299.45986,73795.1735,71583.45369,63107.052,49443.04977,46757.63374,51321.71927,52482.1805,31737.3334,63645.12574,62920.10874,64076.2718,70924.8141,66632.08258,62130.65522
230.0129,2.41,,,,,,,,,55684.1555,47792.42997,39143.11712,69258.25937,41743.30193,37065.2446,54425.29851,26401.14855,45222.07905,48485.45982,,,,,,,,23571.26664,24879.82638,33230.57592,34757.29474,63717.9463,55422.08885,78447.14414,55935.91064,,24220.11243,34884.88144,35088.84876,38981.20431,38139.16281
686.0259,0.51,,,,20119.63691,59644.72376,19273.93684,27506.34227,,57234.90038,70719.58316,54848.94888,62248.53947,41440.95915,43234.57933,36004.01928,34959.10922,22190.92408,41605.63825,50970.87229,57393.57744,41994.46579,56537.06703,51642.11956,39900.00329,51964.14711,40244.73905,52538.00307,47121.76611,29791.32335,,,61258.44987,24001.33932,47862.03739,45718.11184,41113.84852,38034.7215,38200.52633,42762.86726
417.161,2.62,64863.92322,68719.56982,66476.78492,,80975.16762,80489.88027,,72387.45326,93239.5266,79472.65027,78454.81131,,89907.36073,87639.44014,78151.8051,77878.77936,79923.07319,83344.25438,70685.90544,,76716.30656,79990.58895,75608.33079,91426.67931,91496.90889,79170.47651,80864.19105,71926.10588,99592.52477,81869.09357,,109618.72,87970.86564,89047.38384,94307.7675,78041.29458,,90573.68771,87134.79213
374.1072,1.41,,,,37780.55911,71425.76472,36091.45823,46834.3382,45184.35038,49478.00871,60989.55768,39536.33183,57382.1878,49939.9802,48926.25858,33839.76849,35846.12495,37911.1914,41311.115,72374.30279,43708.20939,50370.74327,60878.30829,58287.83204,42151.57719,,32134.41967,34995.01652,35288.24771,29148.47476,38299.88523,36613.71703,,,44883.1666,,44078.41659,47590.80627,52248.0323,49720.28936
479.1204,1.44,,,,17435.92906,96782.86505,16900.81978,39990.84241,32719.60746,75338.17139,91823.47768,58023.37399,93904.71286,107044.9841,90145.91325,63691.91726,74201.29,34872.11623,60549.89247,46723.19436,61832.82552,21562.80881,,32786.497,50428.49937,57878.65258,36651.90715,48301.7419,35276.59207,,,,67262.35109,48866.30329,52932.87421,53781.82989,54085.19094,56767.91327,54987.72785,57608.99397
162.0309,3.16,,118551.0951,127801.9525,179585.0034,160272.3787,52543.34204,47489.03522,59748.73081,246625.9876,,187928.2587,,172755.5499,139113.426,165704.0916,,,,145673.3564,174250.7738,,120622.7763,174297.1638,,99987.80678,,,,238225.0807,,195450.4692,137487.2826,,,,,141700.4132,153804.4052,124955.9443
493.8028,0.34,,,,59959.57191,59724.32494,49525.33321,64800.21108,36501.37423,53335.75416,69117.29015,66944.69275,56692.06405,58972.44094,60175.02454,63155.03811,69010.3314,70311.86901,63048.65329,73130.34038,63596.83258,70583.62255,56880.33157,62467.34758,45735.67349,57219.94723,67152.45199,66229.34447,56616.46011,41029.73078,44438.22674,48179.07185,49552.07773,14371.85994,57636.5272,58424.33652,57217.83759,58935.21511,61488.08753,65403.34913
469.2586,3.86,48238.38065,64574.269,60442.5221,73755.95814,40949.2023,,64143.05594,,,56793.18116,70792.68472,,63219.71523,,,52842.4313,68596.94636,58190.42809,,,,,,56693.83188,,62451.77294,63152.4714,68970.70514,,61905.57384,,64600.89308,,49023.21631,,63674.21488,,60222.77368,59937.9547
489.0698,1.52,,,,,,,,,,101060.9625,,64109.7325,99634.79714,,,,,45794.51789,23184.56497,31608.59854,,22679.05043,65969.01618,59517.70699,50435.60073,,,,,,28534.50139,,,,,,,,38187.21571
250.1569,4.97,,321539.337,339755.68,,411944.0949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607.1937,3.58,,,,,47752.95529,43583.24487,36046.82583,28184.12015,32272.01193,15830.90703,,97648.81337,41369.78003,,24788.3556,24583.99744,17266.90949,,31440.65817,31659.22767,18503.51593,30733.09009,18214.94209,26182.6605,38221.22698,19469.21477,20495.4298,25336.66475,41161.22787,39974.04574,61759.51669,52188.67575,27212.20324,,44591.56848,26633.15354,28275.19431,30362.43339,31549.96709
310.2117,4.92,,,,,95812.77659,,,,,,,,,479291.8678,,367050.3506,,480465.8752,,,,,,,,,,,,,,,,,,,,,
274.1525,0.68,,,,,70404.87679,46734.78823,44228.0866,,52003.80562,57012.77658,62272.99866,68810.71781,59775.60359,35435.15019,,34535.77611,27327.16973,33357.05346,26933.50902,22731.6044,31422.95396,27973.33777,28896.40951,24570.30188,25487.41195,27989.35506,32103.2688,27578.58327,48851.06621,25949.52909,36394.14432,42564.09501,36391.88174,40559.3043,41255.60632,38203.44961,35675.97445,38081.30002,38493.35429
343.9939,1.01,,,,33818.32918,40774.95771,42153.25603,40993.68236,44238.82263,52204.93966,56279.4001,50981.97917,65901.29594,62398.82917,76030.87021,39275.30269,29484.38908,42145.58245,,29390.81832,27224.36781,21977.49767,18831.84557,38795.93037,28369.89003,24500.20584,20767.0956,25016.55281,24342.11085,22810.08015,37897.5371,,59406.06237,,29422.55755,30132.2903,,44051.14178,44761.14873,
218.1263,1.64,,,,36367.48889,47649.46268,,,,59963.91925,74050.79894,,,67673.13901,60969.79172,49223.78467,,,52376.38516,,29323.35584,,43591.88636,,,51027.43465,44427.32889,47747.75667,,,49573.89212,44190.27327,,46730.80683,47933.87229,45682.54569,,,52028.37923,46512.10858
461.8538,0.34,,,,33837.18093,,,,,,31612.67479,36197.21733,33393.38597,34181.82849,45423.13744,37151.45012,35251.7778,30936.24674,46129.08206,38054.90686,26807.25806,31223.93637,51630.81058,36403.66597,59554.80461,,35597.51433,39078.22364,33549.14792,,47172.08305,32236.62939,44193.01763,72827.95114,38851.51019,38283.04901,38547.04275,39193.49468,39263.53252,43524.28617
367.1851,1.37,,,,21728.05793,18860.52757,41094.4974,36223.6889,69666.59594,50522.80953,40813.2933,29404.71374,47108.16526,45494.35633,56745.6054,21493.77556,21699.81399,19776.55085,31939.90521,20755.29649,10057.86713,30950.93884,40312.41322,26105.35405,28311.30085,18886.18518,19949.25724,15802.2813,27339.88345,15087.68257,14474.41313,54900.84932,65141.92081,23140.75779,14321.30322,16055.27809,21734.78562,25334.39671,28746.58846,28479.10567
200.1043,3.18,,,112336.6041,124927.4053,98755.19479,87436.97914,85263.10402,,,,130376.5562,,,,103016.2055,74033.54137,66240.42023,,,,79818.7541,84361.80837,,,,,,,172379.6951,100123.0022,,,,,,,,82876.84409,72467.19545
342.0796,2.49,,,,,,,,,29954.3073,17336.38246,,55821.44439,,71410.59992,38626.10347,,15192.21939,31609.44472,,,,,,,,,21362.91921,21823.93829,68286.41348,40583.17813,57550.01992,51329.32032,,30502.6065,27845.90276,24890.43621,17837.25642,15555.76297,23118.9856
230.1629,2.21,,,,21682.97105,,59098.77187,41686.96918,28185.33596,,68782.75875,62086.41929,52593.43929,58899.01845,,57509.11421,51719.43321,,43196.64235,25175.58419,20196.49628,22860.20395,30483.60703,33672.85439,36760.16879,45555.08315,27232.83926,29813.63783,33236.75694,,39070.10275,,,34751.63478,38166.69208,39744.53051,35330.48032,36275.78628,40321.49096,40743.91166
235.0768,4.85,,,,,,,,,,,,,,,,32026.56028,,23679.97021,,,,,,,,,,,,58495.48227,70180.05254,61511.97438,,,,,,,
314.1263,4.38,,,,,107395.4586,,150601.8981,77939.49778,107105.6297,,,,171817.3528,159842.1645,81618.91743,,,,,,79877.90246,78318.88121,,,146673.9617,94030.42271,,118656.6048,185946.4463,,294471.2779,169806.6336,,113612.7844,108429.7977,103150.152,,,
226.1193,4.31,,45799.27008,31157.02015,,92275.22714,60207.34583,,47240.75791,,50287.24068,,,,,,,,44979.99554,,,,,,,,,,,31674.56193,,28419.91474,,,,,,,,
312.0086,0.52,,,,26042.13408,50428.31865,39499.02201,,35111.53431,61171.61134,75185.55766,73766.202,55382.46301,81128.67505,69245.04688,63490.40646,59383.35272,72366.39575,66971.34519,25001.1945,44870.82175,40952.81159,,40522.52194,45760.01878,55846.13265,51260.50048,49396.22197,42832.44842,13611.58812,,,49496.01894,20008.20343,42826.58279,44362.00557,49738.42756,49901.87423,50037.28031,
300.1108,3.74,,,,,,73760.76033,84607.13159,,,,,103491.3968,41253.2819,,,,,,,,,,,48172.16799,,34599.61087,41759.89274,,,,,75293.53325,,,53750.95155,39108.38591,47805.36625,,
359.132,0.92,,,,34704.20444,,38676.86252,43934.12179,40828.03865,,,,83458.8014,65140.2751,,,29435.29984,,,49846.52069,30097.75623,44725.7486,39501.50758,43585.50418,34365.31133,,,40471.17731,30654.76202,,,24830.6479,,,39930.64653,,39260.29487,,,40347.35884
122.0729,3.14,,36476.28632,8002.783605,,,,19310.03107,13643.37519,,,40943.94697,9287.298986,,,,18945.5958,,78869.0469,59826.2267,,73940.61323,,84868.73854,63015.32812,34112.75942,,,44923.46625,,,,,,36983.85641,,,,34179.25947,
184.1077,4.24,,,15183.98027,,48572.42558,29701.05103,,32537.2579,,,,,,,,,,26227.18444,,47653.50069,30634.86471,,47927.88701,35139.58543,,,,,,62959.89546,41834.07765,,,105143.7525,,,,,
212.1157,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29082.04639,60376.95185,57255.83362,50636.54513,74738.19578,,,,,,
354.0794,3.12,,,,,,,,,27470.56072,32491.53604,,47104.67677,37739.65767,,,20260.37252,,,,,,,,,,42995.64552,75256.36966,22798.85743,,40328.30659,50019.94539,45232.42888,43557.9105,19855.70332,23027.2242,,17508.33505,,
1277.2155,1.09,,,,42224.21571,64612.05769,35599.90904,37779.89318,44680.51966,66429.20453,35913.82601,56985.85944,52790.17493,49085.04018,36952.82041,70969.92673,38991.13518,37112.47178,48254.55676,,52152.63039,36691.16356,30213.16694,61780.73873,,49804.50316,35406.67094,37756.95659,45527.87741,66635.18725,57384.94922,60387.31383,40526.43746,,76419.34666,73638.82978,53830.62679,43759.08824,,34412.5054
122.0728,3.78,50868.50999,51579.57432,64354.52483,55115.96661,54312.79751,50062.87185,55923.53531,50149.02671,54740.97712,47089.44255,54468.14578,49524.78004,49897.18075,41279.43426,,47997.10056,40666.77288,44410.54482,47684.19847,60784.60784,50968.52246,48279.48783,57349.1303,47252.64248,41468.52856,48541.54029,45753.14647,62530.36235,65677.79233,,54561.40693,39646.76752,69480.34037,50591.34527,54600.69696,54257.05847,49023.31798,46392.58362,
265.0028,1.59,,,,45664.51133,60163.17171,,,,59507.7308,70056.0054,63853.76286,67211.3867,71711.36335,45863.44139,45843.29882,37117.87133,34889.25721,,,49638.49193,52705.25056,,,,57497.20273,42145.93029,43671.88059,,,62820.73207,,56746.10181,54703.96252,,47737.47097,,,54516.38592,50815.74297
314.1377,0.42,,,,,74987.75351,,,,60678.09202,74912.51517,,71779.08006,68110.3228,,,,,,,49911.62127,49336.19576,,,,,,,,,,,,,,,,,,
657.0133,0.54,,,,,,,,,,28682.95937,19203.66991,,42588.4149,27451.17789,,,,26527.34365,,,,82355.92725,,40225.73506,,26986.90325,28079.53226,,,28731.83716,21488.54079,,19523.76983,,,30705.04012,30024.57019,33070.18745,25051.42915
361.2814,4.89,46849.64644,44238.92497,,,132439.4089,122184.7669,58653.63268,,114691.5357,143719.7902,,,,,130279.3984,75872.62978,,,37130.70458,66348.30558,55487.57459,,,85894.12606,,,,57117.48522,56954.48653,67566.44826,,64199.92635,48282.89529,77880.60439,77745.90413,,64644.97345,,
310.1162,1.17,,,,15823.0701,31792.12526,,,,42269.8156,68647.2141,,38490.11436,54384.94998,40973.04087,,29566.56926,16341.8571,39050.11394,33114.5748,26692.37132,,32306.93329,40765.68945,37754.1412,36514.35103,,30119.4533,26081.10861,19009.22608,29058.49723,26608.95934,44406.63582,26928.77353,31443.48569,31831.48613,34984.32154,35599.04961,34893.76949,35387.66551
584.1095,1.24,,,,,,,,,,50508.60387,,,,80693.05087,,45071.44953,37143.50896,,,,24469.69679,,,,,24537.95749,,,,,,80603.9186,,,,,32166.94984,,34585.43022
471.2324,1.67,,,,21317.18148,41793.93536,27439.22199,35290.03239,25679.75891,42030.44418,48115.51275,40263.67526,54649.39848,49257.28226,,22686.38048,20163.68229,15677.15184,27116.72546,36031.84027,41995.68732,31543.50434,25854.10261,68186.84688,42486.70619,41832.62076,27354.79511,33654.0563,29199.04785,14720.1109,,17083.96524,28543.1862,16580.71296,34318.18319,,,,34686.5642,33220.93478
545.3228,4.04,,,,14858.61207,23934.28442,16155.20957,13723.17612,18679.07006,44443.29157,47945.59194,62632.77472,39518.99708,48441.06743,48648.72391,38131.36722,22008.56769,12339.42253,36692.57882,24465.36495,17643.43735,10535.00739,43296.41427,36744.8348,,24082.67735,16579.48235,24194.10017,24117.19066,,25741.73916,,41551.21625,19974.82252,28839.3704,30131.10656,26217.33585,27242.55906,26543.59298,27781.90761
301.1884,2.22,,,,,51075.50771,39478.65668,31500.92289,,,,,42785.33054,24989.64753,17152.69734,,,,,61682.95108,63277.60845,71083.30464,71531.29787,72365.63772,51923.63611,86511.9501,45181.98645,56237.67034,33235.63295,65480.24976,59150.74054,,66722.04407,36842.18304,,33850.62729,31666.75089,21144.79142,33038.56889,
276.1211,4.07,45685.80607,,,,,70709.7695,,,57320.48989,,,38436.22447,37010.80299,30191.59717,34317.67744,45649.75677,,51872.92713,,48748.5803,,,41055.64531,,74692.33871,,27315.02354,34637.60588,76747.60655,38065.42466,,38208.99937,55762.86013,,,32686.85234,,49178.61272,44743.26459
282.0961,1.65,,,,43764.60307,,,57805.0224,,,,37119.18902,,,,,,,,67397.43786,48512.18207,,,61950.95568,43739.5541,,,,,,,,,,,,,,,
240.1342,4.45,,,67538.79412,,57965.46178,,63054.60904,,100300.9503,73163.48368,59465.45433,,97759.94681,,402997.9671,56896.47794,,104428.5703,72120.97608,448140.6259,95991.93532,99045.88809,,75464.09016,69247.86056,91558.95487,106227.4801,,,,,96302.25314,,,,51119.73502,,73532.68165,523467.9654
250.0411,2.53,,,,,,,,,,,,,21304.92344,57590.76666,61496.79348,34446.16029,32990.94115,67199.29697,,,,,10712.36403,,16424.40659,11371.10178,,,38313.23792,,24890.42195,42452.78582,47631.70693,19548.21336,18250.1743,20487.00497,21626.70909,20895.46907,
238.0955,1.25,,,,,,,,17035.63577,,60967.60095,56319.99097,,48095.89243,,,22592.78381,,,27209.43115,25423.5833,21186.85156,37815.7212,,,,,28917.61132,27314.66564,,,33684.83615,37978.98657,,,,30066.99886,,33377.78898,
476.1695,1.86,,,,11500.3756,21720.7451,,,,42958.20531,54647.79555,27844.08529,53217.51542,39940.32427,,20859.07737,17372.11952,10043.40738,15489.60834,53806.9218,33715.19094,37967.1948,36245.70008,55800.61608,25899.5846,42293.69104,37438.06488,73594.86703,52660.27311,31293.79997,26323.45772,26297.178,53340.85813,36786.95435,30336.82708,26797.07678,27041.08286,34168.05471,38421.88882,44746.57713
2501.5212,1.09,,,,36702.76869,63278.67892,41354.69353,48646.23682,46906.20724,70879.4374,72079.20621,70409.14774,72301.06667,70891.68576,77445.48762,72342.77144,69232.48719,63002.07347,74525.4782,57928.89518,49506.59389,56189.90501,19461.20589,58797.11916,61988.22102,68322.52524,61769.47742,64661.21293,61000.06795,60944.02236,72184.42543,71957.93741,79628.32047,65808.2196,59776.47363,63521.03706,65407.22393,65858.84688,65700.20836,66047.68772
331.0756,4.2,,55488.21558,,68379.53244,54512.56917,59098.1851,,,55525.1972,45206.91145,69278.76537,59804.63421,53201.84651,,53475.72544,,201340.1995,,,,,,66180.75848,,49049.60703,50057.90502,43874.5348,,,74586.17181,61179.70482,,,,,,,44409.14791,129424.7553
289.188,2.41,,105396.2117,,24306.55963,46421.97034,27043.55482,32406.60413,32873.0301,40697.11738,45174.3447,35301.89386,35879.17744,45461.9616,68866.74352,47970.65739,46744.28707,31523.06688,58626.43772,13175.89161,,,,,,,,,,36188.19453,,22371.21345,97408.61561,163744.2042,24867.42256,25287.23407,24504.27825,25059.94515,26906.81656,23409.54049
708.0689,0.64,,,,17960.69805,43361.97443,,36525.67164,18386.08765,,,23917.78443,42813.1679,47692.14588,,,34271.16761,,38918.8611,30419.4284,,,89884.2658,,,,,,,,,,19113.06539,,,,35128.2472,,,34759.74484
271.1797,2.86,11815.45733,12379.46592,12833.03981,205877.7298,351484.2857,191358.418,262621.5804,243333.3476,133716.9335,359538.3467,324669.0688,273094.2463,381453.0532,227448.6472,263876.5618,201966.9718,123435.8297,235904.3529,64089.38247,49747.68987,75224.68079,51779.17723,52754.2383,84176.92624,85357.35747,70491.25818,59674.36549,61278.20288,35248.00219,76060.3072,97966.15071,64140.18918,52432.34833,155720.5479,111044.5396,152858.1889,159773.3032,110970.584,112880.2709
286.0823,3.91,50255.68302,66861.78876,70023.41814,30548.55394,39873.56513,50101.32603,,45627.26631,27412.91038,49606.01361,31574.65778,53078.89274,41789.55002,32320.872,40966.07332,38683.11999,46393.36561,,37966.24528,31026.37438,33585.75662,,,34691.10221,58308.56087,46870.80522,33826.55998,36227.56013,32291.15771,46335.86137,,,35759.30271,39417.39475,29970.2881,51392.93779,51518.29316,52121.35144,49938.78837
189.0999,2.67,,,,16317.55206,62527.74169,60243.63605,67784.81134,29025.00658,35341.34637,71665.62138,35901.64247,48985.70481,53811.64313,,43503.14758,,24748.08247,,,,37936.20013,,48803.95585,76177.17962,62128.49994,16738.6281,,24247.94285,,38041.2717,53599.36113,27516.79224,,37419.67823,31933.16458,53247.37069,,,
585.2061,4.78,,,,,46898.8157,,23366.56332,28131.89844,17759.1241,18468.95398,30925.49574,41239.61447,33492.5242,,,,,,31577.09608,34720.36564,21829.35987,83621.19721,39521.43396,39981.03041,31695.89662,10012.87639,,,,,,,,14223.46493,,18813.10915,21797.80169,19691.82426,18400.68241
495.1395,1.86,,,,,,,,,,46111.68653,10356.79637,21724.10941,16208.0547,14319.58358,,9714.795267,,9330.953478,45588.78526,,31415.30488,,,20624.25623,20707.12744,29131.37296,57887.35328,25076.05468,,,9628.259418,42769.93647,21661.24201,,7909.740304,12460.99485,22617.02551,28638.35245,31000.47497
260.1397,4.85,42057.05724,,,,,,,,14357.34305,,,93527.99291,96491.64949,,,,,,,,,20409.09056,,,,,57664.72151,,,,,,,,,,,,
440.1361,2.97,393.7983559,902.6013066,1375.506137,23376.7329,42523.87886,62445.98519,43559.65845,50937.16314,44645.48141,51522.93851,20863.67272,37395.88092,41249.34706,57566.46764,26417.97555,51818.71973,28389.78509,61309.403,91236.51822,69403.45113,44985.00732,39033.83473,42051.47759,52347.61306,63910.07091,56159.89322,60349.59597,50936.1699,41887.78658,41147.77044,92758.32794,53708.0077,51397.05065,66062.30509,39688.19701,41083.30744,42814.25752,45849.70398,43001.61625
306.2089,4.32,59744.35843,59829.93046,58619.37323,62684.05302,60779.99308,62873.43814,62042.68497,67380.20352,61960.04404,63282.10529,62360.92006,60633.7947,61349.01375,61537.85143,62814.25304,61029.83398,61182.12504,62479.23756,59334.90518,59210.13944,59741.5434,,56212.62092,63748.33796,59683.5223,61933.55722,54878.00239,62502.5259,65250.36089,65057.88171,61017.86119,59848.68365,58920.50575,64375.96618,63994.31349,66380.17455,62767.70243,62537.77243,61047.6943
