mass_Rt,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,QC01,QC02,QC03,QC04,QC05,QC06
232.1045_0.85,114402.8034,158145.5436,47437.38307,56059.44259,94526.36508,108679.8247,122385.509,109968.306,153629.3038,127975.1054,96219.66702,66334.30784,84162.89671,51186.02348,28008.0998,58392.55362,126096.6066,63450.7576,47467.11828,140339.8528,43807.65986,106841.3071,53635.1751,52896.61485,91804.93589,62155.07594,52502.56673,64565.45703,83873.92488,42929.1995,112790.8398,108096.667,102100.0681,100863.648,91590.8684,112116.6336
655.3903_2.34,,,,,,,44920.81325,,34638.64795,38001.09324,55210.77937,36441.69568,53820.05428,30809.72868,46439.14585,,,,,,14761.4679,17586.95344,17217.42821,20290.25845,18159.76224,28981.83131,38056.71596,35960.81148,76042.72948,45458.42313,27330.53938,27666.01785,28102.4468,26816.00965,32047.47041,31650.88359
359.996_1.12,79702.919,68902.84854,69119.29341,74321.80756,74018.4125,68179.37326,67164.98977,70537.09978,,61451.3333,67427.11133,74222.931,78883.2903,74550.59963,68349.53096,81024.8379,83892.04667,76380.99196,66371.65597,,66307.52144,71133.76973,75119.34131,74465.57221,74421.86969,69947.78671,73525.46666,74741.96388,67145.19841,75487.49626,70298.84995,68534.46111,71551.24696,76355.23092,71880.02257,79043.64652
360.1747_0.62,32619.40593,36371.46648,39814.72099,43032.25691,,56795.10199,50018.13516,67188.1956,60846.14728,60334.42842,18087.97332,21485.61,25715.37068,,25144.61668,54374.14566,38934.79059,44622.61779,24298.79762,46237.98879,40100.49786,,41307.52521,44802.15563,30421.89164,20151.29087,,23282.24082,25335.06572,18189.80328,35885.38143,37229.19251,41011.30355,39207.55605,42098.4951,36221.00691
440.1684_0.4,,18791.20141,15711.23402,14974.58746,,44985.07515,44286.81593,34462.71016,36895.70714,38158.38191,50427.19791,56648.21529,51937.52175,57775.59779,56595.63094,15715.55564,12268.42163,15145.05851,,,20727.00756,33211.58396,30606.16767,33392.7944,25821.08995,40360.57502,46100.85001,58652.63768,45689.2927,18809.73141,33496.33995,35408.85721,33723.1645,31904.92005,31509.42633,35824.31042
785.1556_2.52,30428.85004,63131.26147,26284.6286,33756.91699,31072.31029,70978.21785,100620.6279,56238.33928,103204.5356,85584.42565,117129.1629,69851.35978,74797.62428,38742.85279,88569.30981,21369.42617,28319.25212,34604.97739,39103.92287,27845.65773,66832.94112,65844.63421,55487.33662,70052.46616,43435.63172,62750.70528,85557.8326,69889.74533,118205.2041,77128.72692,65542.07196,64399.43063,62812.30737,65860.29139,70507.00906,62924.67658
573.1242_1.71,,15121.04852,10279.29744,8686.198118,11487.53827,52846.96454,48180.79617,24883.25308,28268.60593,40644.03781,,17444.17181,9478.072835,,22290.1187,,,,,16969.74553,12828.28619,,10684.07106,8689.120707,,,,,17024.51298,,14484.50009,13253.197,14351.0221,15358.56896,16479.4086,15950.31581
359.2649_4.42,,39432.17594,33271.61771,32127.96536,31622.07178,46030.43793,61745.26083,40549.47376,50955.79088,49368.02796,42024.05977,32683.72576,36162.32809,20121.74167,38982.20943,37741.48184,30062.54707,38073.60155,41173.92552,21417.88483,55476.66331,61290.19694,44960.41987,39307.1746,37263.68479,35011.08431,47758.45236,49716.75837,44615.309,,40889.85524,41448.01227,39284.64481,38668.68213,36192.95849,38276.05176
1814.8808_3.71,,11177.94476,,,,45060.94012,50504.23501,34207.94813,36086.73829,45609.82127,44364.39021,27600.53019,32104.4343,18065.5766,35765.70592,,,,,,23292.67076,24965.43981,24979.28466,34565.53125,29452.08298,25029.13253,37041.68483,33451.13442,59059.02004,31478.9786,24131.44387,25879.69172,23616.6317,24014.69419,24534.05987,25915.60684
468.1313_3.55,25668.42327,30503.65612,15087.27467,24864.29224,49039.8172,28510.34891,46903.30443,32956.2595,27591.05848,30728.93926,38820.66395,25530.62992,44073.64527,19803.70901,28604.73098,38143.46025,29502.29243,34424.50019,6185.870035,37631.16542,29510.77279,34894.28836,88107.9712,34964.60195,31556.56311,36121.89217,35354.65613,26369.89523,44681.25871,33691.96023,24679.74108,49690.32938,24865.70227,28614.11575,34377.01388,36841.74387
446.207_1.86,,17603.78575,,,,29627.27813,43650.42869,,42961.7124,30218.21877,13372.80856,13350.57484,9799.316952,,13241.98217,44331.508,23472.6807,29645.33695,31049.03543,44369.29779,25220.50915,35969.78,30973.55557,55599.85423,31822.98944,15095.07894,22292.89181,20332.60855,41369.19076,22797.50516,19601.75542,19204.52443,20176.43828,24447.58306,28430.12052,26380.67861
604.0108_0.42,44739.54176,68285.616,42352.81176,53546.12915,53989.96738,52789.08812,53578.54851,,50527.10379,59424.12488,,,58631.277,,,65416.63568,58158.91067,67038.45773,56335.00799,69777.32032,62997.15895,,55305.94547,60215.99,48044.89121,,,,,,54941.77457,54482.14272,57083.28698,57581.60758,61922.79963,59493.12003
560.2936_2.23,17718.05719,39502.51051,25702.59738,30253.95588,28227.29325,41544.45607,43095.57487,38070.20214,53161.5876,47782.08432,27590.68118,27328.21592,27180.48934,17655.9782,28104.14572,28949.56251,26469.24405,33163.78806,32700.21657,34315.28517,34933.52202,38072.17144,32854.14234,38079.68622,39457.40033,29111.95228,28260.70129,28457.26458,38525.99516,26792.25878,31572.09617,33033.71545,30783.83529,33141.38221,33814.91103,33792.83221
474.0878_1.09,,,,,,49193.25225,,,52577.37407,,,,,52474.62714,59861.4944,,,,,,49548.68763,,52176.52972,52070.26255,,,,,,,48341.1696,50178.60156,49921.41904,54100.25095,51554.15824,51396.53557
717.0274_0.92,16663.11623,34742.68926,34590.28007,44393.42646,46715.15264,19170.39525,28719.88754,19544.51383,46379.71691,30517.68639,30296.40433,27182.6723,27493.64258,21433.82711,32485.23913,28583.43405,17140.1168,44275.95857,,,40303.8417,24729.49289,27347.70305,29552.86265,25574.4389,39122.26373,64177.59072,40951.9881,54638.29355,47560.51987,24473.39915,25348.47191,47613.12718,45986.6185,48268.07515,33829.3378
320.1048_2.14,,49134.91365,32147.20689,35207.35081,,59150.16882,56556.79851,40368.87285,55879.61287,56761.08833,,26905.32519,23525.50757,20097.14099,39144.93572,,,,,,36179.69909,43766.29641,,42232.24192,,,25910.50403,31657.0253,47935.47088,28009.19885,35407.90532,33373.19703,35260.03008,33010.87581,32637.12093,38109.28302
572.1391_1.64,,,,,17096.83053,52317.02797,45472.24972,28073.66264,34353.25835,40553.70042,29743.9273,20615.92342,12256.46038,10823.69968,,,,,,,24423.86228,21314.81324,16025.76936,15777.5901,12675.12615,,,,21695.32716,,18620.59623,17930.84879,17880.62143,21113.12758,20064.67401,19088.6058
,52449.44494,52130.08281,5897.254266,59567.998,47469.31481,102418.5299,35748.15966,147849.9494,19891.05979,171770.0926,40643.34379,51617.12543,92906.73771,35613.46289,108240.187,2872072.626,2579423.801,3219124.285,3150967.316,2442859.255,3053107.722,4193407.867,1793620.167,3075127.449,2142694.614,2729958.934,4582730.073,3860292.422,6713683.513,3130116.094,1640106.934,1659322.452,1611810.062,1605094.768,1578393.668,1616314.094
280.105_2.28,,46588.8218,,37595.58893,32344.62835,43549.37659,48831.41497,41777.89955,55404.11776,49360.3722,38835.84432,41386.40347,25905.06639,21770.98215,29638.80909,42308.69422,34733.88255,38106.62673,34612.11832,,39707.8931,,29270.82136,37521.41027,29244.13887,,41990.44266,25307.76525,38304.02253,,50928.87305,47189.46874,35285.60719,37690.24527,38602.79274,37631.59328
2377.1888_4.76,,28992.23821,12862.33729,14956.2961,16691.83187,55897.35167,66554.95993,14928.85922,60534.63107,67401.18394,60392.00957,37805.53204,35403.62565,23248.63391,44503.74197,24653.94999,21579.8333,17456.32274,,16294.97779,31411.26923,37796.7083,33399.44349,37253.46111,33340.89036,21012.52294,28844.49154,28904.96743,44532.9012,23649.97935,31025.54023,28913.49073,28833.97764,30189.66412,31189.48619,34306.99542
433.1886_3.71,,,12607.76346,16170.69171,11979.27481,36276.88433,49039.66709,30716.23624,30889.92645,35028.085,,20121.51573,22114.06094,11567.43566,38804.08257,22562.49218,,21485.46469,,34298.05283,,30325.11234,27570.1595,27277.77579,34384.38209,24088.10176,31251.25805,29820.93454,42932.74217,33634.98333,23558.32157,26763.78846,20963.20365,27784.19137,26348.084,22557.82741
1198.6355_3.17,21359.18608,32687.85448,,,18184.37223,43866.07947,54545.72373,45721.10983,58295.39039,51685.3699,71764.19243,42193.57504,56583.4899,37408.09663,54573.29515,35023.39154,26869.62135,40810.80648,,,57328.35664,64151.33231,52560.59147,53240.79979,51093.79962,49271.01937,58779.22943,58619.95424,74577.50979,50016.34561,41879.9016,39064.06393,44433.92993,43539.73129,43850.14787,45148.74557
523.0496_0.92,18901.00821,41760.64452,31183.55631,47503.87826,51361.47413,19897.66278,25307.05395,19750.69723,46530.16825,26576.71317,25338.4822,29029.34575,25198.49567,18178.18384,26556.00142,27950.91185,20086.37112,38670.804,11713.41419,,20727.025,22128.99833,18892.94034,27152.60238,,38594.10975,53387.65323,33399.65275,43217.44971,44891.53407,31583.32933,30258.90659,28845.98526,25580.46217,25533.7625,29793.04885
813.2745_0.48,34471.21089,53220.79872,50408.5355,42611.732,31406.58316,59239.21835,37870.56046,52114.0546,56253.00673,52221.22264,25561.37284,14583.70744,22698.16333,17291.30105,22297.8471,29012.49038,19454.51962,15696.21289,22128.46862,54140.94681,21945.08869,33653.39362,23819.38358,25896.68537,23047.63581,,14097.01162,10872.4301,19967.36465,,30786.46267,30917.70624,25488.7364,25807.69676,24866.63644,30674.67821
970.5439_3.51,,,10280.20293,15425.38079,,34057.22641,46216.95135,26098.67097,38320.58056,55807.80629,64302.6175,37970.85089,39991.38211,25289.77508,43782.24927,17539.38769,12907.14206,11921.92108,,11444.72543,20948.66365,30160.04408,23861.53499,,21611.19086,26157.10352,28734.31428,40665.63852,51761.27683,32932.6578,23250.58843,24382.59226,27916.84941,27087.66296,28934.56272,30491.5166
959.161_4.89,,,,,,,31479.92907,,,,59828.99083,12189.76632,11195.70234,12149.74555,,,27278.09932,18692.94839,15452.30082,11251.13524,,11139.53366,33404.5956,19277.34009,,12383.36096,27546.31134,28776.71979,34755.7994,18021.2967,9444.230319,9706.700941,10666.82326,9595.777734,9938.238139,9869.140326
1065.1485_0.62,32339.80295,40809.38768,27145.48972,32716.91936,19121.73926,,48395.65164,53690.25027,41504.08644,34158.97866,,46715.11899,42045.41838,,33585.5369,48454.88829,49717.78323,43948.72438,33632.34012,,47707.52905,,45709.96196,61806.83749,54804.77153,52321.33289,52778.76336,55681.51392,58362.15039,48145.1696,48937.92894,45746.45082,36909.06552,39867.48816,41186.92075,41482.34511
637.2036_0.46,9787.101379,11718.23514,10569.65134,9501.273935,,45646.35406,35421.35204,29577.34007,29609.95937,33484.37655,18464.92301,14296.99328,13550.27066,12864.32926,17802.47164,11773.1986,,,,16948.4741,9762.92028,14773.95612,11343.95171,11011.29996,8723.992531,,10832.05753,,12842.64085,,15764.15219,17163.53479,14170.45344,16178.41284,16361.1794,15640.94786
692.3051_4.32,,59716.33203,37154.29324,42099.76626,37742.21284,67795.76628,,,76193.61854,,,,,,,39322.63631,52654.83996,61164.41395,41098.08998,37446.6675,48195.69203,43446.43086,42072.495,35113.34542,54636.75392,69852.87058,26711.5931,,70538.7511,41255.03236,40091.57474,34978.88403,38176.83966,37458.03097,56960.68238,31333.60393
594.9792_0.92,18723.95857,34216.23193,32784.14328,47083.86368,45792.61183,19266.60978,30564.21419,20764.71491,44892.37131,29061.38931,27559.7786,23235.37099,27569.3275,21650.9045,29849.85815,27241.2247,16306.51909,41470.77558,10330.37271,,25005.61506,25533.5132,22643.77545,31494.38195,27551.23109,27970.89934,47605.6988,31812.05889,47325.00659,46518.20324,21983.65342,22780.94224,26188.26863,28251.09473,28390.00027,34456.35749
300.112_3.63,10972.5243,,45232.81384,52280.90627,20566.77228,,,,76050.20955,27992.66467,,10601.73861,18001.7809,9271.931785,17037.93857,24233.90169,21442.38024,,,25344.57077,28227.16193,,,24373.65535,29480.83628,41242.13977,28454.44758,53981.764,45178.23033,28311.3671,29796.25878,29403.7314,25243.99878,26738.57436,28921.04609,28785.49238
488.9156_0.38,27615.24669,49676.43671,43706.41832,39827.82081,24442.1535,41218.98709,43997.76726,38920.07888,39460.24166,43081.25267,24672.32014,38712.59853,31019.79699,36115.37558,29007.56565,36506.65182,44831.40462,38921.70982,17791.41595,30833.72513,19040.91145,37691.27383,31313.13676,34733.89758,35802.45262,24166.85824,20894.78051,29273.47506,24308.65269,,32805.8224,34056.57018,33744.25945,30219.10438,28918.72077,30784.20876
3114.6693_1.09,19398.20411,36476.00145,21456.26327,24752.87782,27777.0222,42697.8277,45152.50906,41708.28183,46362.48914,41800.12667,49220.72344,43472.6438,42321.95656,36205.24805,46447.74854,34068.45357,29366.71239,31498.77775,10103.34443,35475.89482,35362.40007,39994.22901,34633.36111,38846.11752,35105.00505,37722.70125,44886.15322,43362.25452,51740.42609,38500.01683,37895.89731,37213.467,39799.9169,38803.74583,37788.80011,39065.94122
1450.6669_3.53,,20587.49795,17638.90428,21768.4249,21247.54479,31318.16243,43343.59591,14925.49901,35422.05978,38388.12028,,23324.81054,,15150.02378,27819.38043,25017.49184,22935.78105,23900.07134,,24870.25638,27616.66421,24079.90037,24431.43565,27884.51965,20678.39827,,22299.59149,,21937.30219,,20426.25737,19146.28617,19010.67485,21618.34856,23936.66822,22034.0561
426.2106_1.91,,29202.47554,19961.26358,21606.40455,19677.61568,41316.35744,39256.35006,28318.30298,51286.45913,35276.49415,37952.89219,27857.97284,30986.44946,26830.41106,27329.24485,19949.13353,,18778.31998,,18804.99609,,,28623.92816,32290.52892,33339.87475,23580.73952,33374.25115,29407.79696,50437.40129,31610.76471,27115.33141,30676.66098,30714.72669,29883.02611,29528.70058,27902.00099
537.1757_1.0,12877.84476,30317.34503,14174.53811,16183.05439,20242.92065,33736.83918,25035.78325,23282.66881,34995.86287,37979.63143,7406.221884,,,,8898.48425,15301.09156,,8193.768297,8638.953205,30894.49688,14405.80427,12556.16117,,11441.89095,8747.211705,,,,7264.822886,,20543.98509,19602.59604,17315.8197,13415.8666,11707.96066,12681.93853
666.1191_1.55,,11167.3233,7176.471458,,11387.34945,42723.20524,42935.25579,34766.90179,21433.48348,23478.23879,17252.77514,16853.33555,8724.958026,9216.94573,16919.18518,,,29933.73198,,,46121.26171,26447.25286,35661.93151,32152.37989,21520.90248,8685.068005,,,28831.20343,22435.55727,19800.62383,17784.65359,19622.92266,18034.74268,17150.67714,14583.70081
1074.1637_0.67,7751.4781,25756.43635,7773.759753,,9703.87644,51882.21387,52202.96126,30359.3875,59081.97732,39438.28921,47233.48873,23374.16039,28667.16487,16728.93673,44406.78039,19712.18664,13511.68479,12464.74487,27078.46877,41219.23928,20905.13231,22121.61262,24289.83868,24929.26254,18889.52368,16607.29511,21256.77871,29465.13618,39150.85018,21453.91988,28930.0285,28607.40545,27247.26526,26395.17999,27771.63106,28126.87775
813.4699_2.89,,,,,11614.14471,33716.8327,44540.48824,39165.79615,40608.19945,40895.28176,91561.32615,30619.91589,18743.32492,13578.18511,,,,,,33429.444,23880.45836,28015.31487,27723.78241,31350.37594,26839.67541,29832.8371,,28197.40253,45765.25407,28502.42382,23402.03168,21462.07981,23580.64803,23189.63816,21169.05594,27391.13023
368.2054_2.3,,50760.07873,32918.77574,,,,,,44614.91972,44251.65058,,25866.9913,,,25820.04753,38321.67569,32525.53229,37289.81366,,,33540.065,,,,29148.98871,17046.87669,,,,,32587.23289,30858.84805,31774.64563,34188.84009,30204.60398,33796.09511
579.2007_0.45,,9593.877817,10643.20856,8003.060027,,39818.2598,27286.26412,22806.91847,23812.61611,24993.15204,28110.8994,15774.45478,17889.23362,12847.59493,23867.43733,,,,,12892.46292,9761.806295,17257.04016,14664.51296,16295.74407,13849.92681,8814.820731,13441.85907,12144.6649,15739.26926,,15848.87517,15665.26417,14393.83821,15962.27271,15211.11501,16162.29535
1141.2526_1.35,9752.897838,16148.98336,13126.9943,13939.87082,16482.09461,31271.45491,20705.34053,18877.91528,40542.76956,43376.36908,37156.32275,14001.22939,,7603.719871,19491.09851,7791.781721,,,,33588.90589,6502.170859,,,,,,,7024.031023,14978.58202,,13108.1102,13233.18767,15659.22393,16133.38355,17546.46169,15498.11622
804.435_4.04,,,,,,,18086.75485,,,15110.27859,26662.31372,17865.40119,17134.29875,,21336.28089,,,,,,16291.73656,25328.3062,19116.26314,30935.46872,27048.85689,23877.68594,35293.52142,33545.50165,50405.03913,27914.85635,19145.30169,15249.30309,13543.95606,16505.37469,16793.13267,19974.95501
549.1536_1.58,9474.580762,23501.87333,12807.42807,,13106.84529,30485.81154,44272.15601,30164.62188,37265.97562,42702.07966,10153.13749,11007.37606,,,13821.83542,15744.85179,12453.62314,15631.58648,,30197.18804,25834.4291,22932.32223,7702.627997,,9355.088301,7022.690909,,21037.35146,23393.57788,,14344.43297,16477.47575,17076.0589,18830.39237,17364.20189,17813.89305
590.1478_0.68,11502.63106,18932.79088,9458.431757,14091.68023,,,32546.78424,26600.10076,35350.87267,24376.40051,,35287.79687,19859.85961,,,21717.26925,16563.89215,14339.23093,13003.09302,,20355.78705,22396.78437,22671.19483,30109.16194,18992.98608,24981.1537,16555.25305,14160.13891,20164.76785,11644.47686,16777.72153,17974.30025,16686.92652,18347.79444,18340.50861,17584.83594
1574.7172_4.29,17296.99721,37280.6261,17927.56679,,24250.51657,47303.17953,46507.62496,,47358.82174,48678.0172,56192.28329,35178.00123,45168.35771,35415.73465,43772.24235,26745.66327,19352.99628,27627.9774,9718.763322,21375.13687,51528.59461,49969.68543,50010.69456,47769.36365,46718.01669,42551.10381,40343.72995,45206.19033,54697.1086,43741.76335,33438.99737,34843.34529,31296.45904,37393.07522,37799.13992,41374.3532
738.1841_1.21,11552.34754,15626.05695,10648.33518,14839.29333,13194.47864,26902.49305,21677.54285,20341.21169,18132.28058,14792.66601,40111.49817,27042.70401,35783.27556,26565.64124,36085.51946,31818.34033,24882.48721,28423.73173,,32375.90437,20395.0303,14922.40782,20271.58477,19204.98939,23437.2071,24732.12073,45275.56803,34463.82989,30811.16682,44848.56458,22439.0042,24092.08651,25643.62718,26795.62661,29614.27027,27057.52377
799.726_4.76,,18761.76108,,11672.09212,11364.601,38449.90377,49886.82966,11521.40942,46990.28094,50629.59917,45617.99449,26681.50059,30653.60674,18891.07255,32434.64765,17710.90339,15108.3006,14307.06199,,,24804.00058,29092.56889,26283.80259,27664.9404,27079.65645,18477.42942,23105.02597,20629.66026,36107.34856,19250.5406,20738.16165,17615.17311,20148.98285,23387.32895,24160.86975,25301.61094
1632.7365_1.09,,13868.84949,,,,20021.44263,26274.81793,19391.80609,24983.87237,21284.23162,27002.03339,19306.52694,17896.41362,10681.37915,23766.98378,9653.52302,,8374.923031,,10215.12658,13486.88136,15883.11524,10721.75945,14642.10984,11699.27943,12415.01521,21880.54952,16929.85512,34369.98076,16271.25697,14781.7112,14206.19194,15039.56907,15414.62778,17290.08314,15493.82832
